,movie,sentence
4735,harry potter,round gather round can everyone see can hear excellent light dark events recent weeks professor dumbledore granted permission
4736,harry potter,start little dueling club train case ever need defend done countless occasions full details see published works boy
4737,harry potter,next harry justin finch fletchley turns justin finch fletchley lockhart something awfully brave chap offering hand justin finch
4738,harry potter,fletchley hufflepuff harry nice meet justin finch fletchley know even muggle borns justin grins agreeably looks back stage
4739,harry potter,professor snape joined lockhart gilderoy lockhart let introduce assistant professor snape sportingly agreed help short demonstration now want
4740,harry potter,youngsters worry still potions master never fear ron fun lockhart snape face bow turn walk ten paces spin
4741,harry potter,wands poised like swords continued chamber secrets rev continued gilderoy lockhart see holding wands accepted combative position count
4742,harry potter,three cast first spells neither aiming kill course harry eyeing snape bet gilderoy lockhart one two three snape
4743,harry potter,expelliarmus dazzling flash scarlet light bursts forth blasts lockhart feet wall behind hermione think right harry ron who
4744,harry potter,cares gilderoy lockhart rising unsteadily well disarming charm see lost wand gilderoy lockhart hermione returns thank miss granger
4745,harry potter,excellent idea show professor snape mind saying obvious wanted stop would easy snape perhaps would prudent first teach
4746,harry potter,students block unfriendly spells professor continued continued gilderoy lockhart excellent suggestion professor snape let volunteer pair potter weasley
4747,harry potter,snape weasley wand causes devastation simplest spells sending potter hospital wing matchbox might suggest someone house malfoy perhaps
4748,harry potter,malfoy harry eye malevolently take places onstage grudgingly bow draco scared potter harry wish turn walk ten paces
4749,harry potter,whirl wands poised gilderoy lockhart wands ready when count three cast charms disarm opponent disarm want accidents one
4750,harry potter,two malfoy fires early knocking harry feet blast white light jumps points wand harry rictusempra jet silver light
4751,harry potter,hits malfoy dead stomach doubles wheezing gilderoy lockhart said disarm draco serpensortia harry horror tip malfoy wand explodes
4752,harry potter,long black snake slithers forth snape smiles amusement continued continued snape don move potter get rid gilderoy lockhart
4753,harry potter,allow lockhart flicks wand bang snake flies air hisses rage slithers straight towards justin finch fletchley students scream
4754,harry potter,harry oddly calm approaches snake rises fangs exposed poised strike justin harry parseltongue leave snake looks harry eyes
4755,harry potter,turns justin harry parseltongue leave him snake hovers moment miraculously slumps floor harry blinks coming trance grins curiously
4756,harry potter,snake offers hand justin justin finch fletchley playing terrified justin backs away confused harry eyes faces around malfoy
4757,harry potter,looks shocked seamus neville eyes glitter fear ginny bolts room snape waves wand snake vanishes puff black smoke
4758,harry potter,regards harry look shrewd calculating ron taking harry arm come move now gryffindor common room day later ron
4759,harry potter,hermione usher harry inside harry glances sees ginny weasley staring top stairs eyes meet turns girls dormitory ron
4760,harry potter,parselmouth why tell continued continued harry hermione talk snakes harry know mean accidentally set python cousin dudley zoo
4761,harry potter,bet loads people hermione common gift harry this bad harry bad told snake attack justin ron said harry
4762,harry potter,heard ron heard speaking parseltongue snake language harry spoke different language realize speak language without knowing hermione know
4763,harry potter,harry sounded like egging snake something creepy gryffindors stream room eye harry warily even seamus neville dean thomas
4764,harry potter,walk without word hermione harry listen there reason symbol slytherin house serpent salazar slytherin parselmouth could talk snakes
4765,harry potter,continued continued ron exactly whole school going think great great great grandson something harry hermione lived thousand years
4766,harry potter,ago for know could hogwarts landscape day heavy snow falls harry sits atop one towering hills facing hogwarts
4767,harry potter,hedwig sits beside harry who hedwig library night trio study harry burdened dark thoughts looks ron smiles harry
4768,harry potter,seconds later hermione something forced unable bear harry gathers books gets table harry walks students glance meet gaze
4769,harry potter,look away even madam pince eyes desk ginny weasley tired pale scribbles furiously small black book harry exits
4770,harry potter,walks hallway pauses from inside room voices group hufflepuffs heard ernie anyway told justin hide dormitory mean say
4771,harry potter,potter marked next victim best keep low profile hannah would want attack justin continued chamber secrets rev continued
4772,harry potter,ernie justin let slip potter muggle born hannah definitely think potter heir slytherin ernie hannah parselmouth everyone knows
4773,harry potter,mark dark wizard have ever heard decent one could talk snakes called slytherin serpent tongue whispering darkly remember
4774,harry potter,written wall enemies heir beware potter sort run filch next thing know filch cat attacked first year creevey
4775,harry potter,annoying potter then creevey attacked hannah always seems nice though one made know who disappear ernie probably know
4776,harry potter,who wanted kill first place didn want another dark lord competing harry need hear anymore slips quietly away
4777,harry potter,corridor night moments later muttering harry storms straight hagrid stands covered snow dead rooster dangling hand hagrid all
4778,harry potter,righ harry harry hagrid continued chamber secrets rev continued hagrid holding rooster second one killed term reckon either
4779,harry potter,foxes blood suckin bugbear need dumbledore permission ter put charm round hen coop yeh sure yeh righ harry
4780,harry potter,yeh look hot bothered harry nothing better get going got lot studying another corridor night moments later harry
4781,harry potter,enters slows ahead light flickering torch something dark lies windowpane rattles wind torch goes harry steps closer finds
4782,harry potter,justin finch fletchley lying rigid floor look shock frozen face nearby inert nearly headless nick floats body teeming
4783,harry potter,black smoke kneeling harry notices trail spiders scuttling away justin body loose windowpane suddenly harry senses someone watching
4784,harry potter,wheels mcgonagall harry professor swear professor mcgonagall this hands potter filch take care please harry eyes shift filch
4785,harry potter,lurks shadows beyond mcgonagall steps forward hisses quietly filch caught act time potter mark words mcgonagall leads harry
4786,harry potter,away looks back filch stares justin nick turns camera dollys away from him continued chamber secrets rev continued
4787,harry potter,filch dark magic got potter even air breathe comes poison evil evil come gargoyle corridor night moments later
4788,harry potter,mcgonagall marches harry ugly stone gargoyle professor mcgonagall sherbet lemon gargoyle springs life wings opening professor mcgonagall professor
4789,harry potter,dumbledore waiting mcgonagall ushers harry inside elevator gargoyle wings close harry rises upper floor dumbledore office night harry
4790,harry potter,steps gargoyle embrace enters large circular room strange silver instruments whir quietly nearby shelf sorting hat sits harry
4791,harry potter,casts wary eye past headmasters snoozing portraits around last portrait headmaster awake reading book professor dippet harry approaches
4792,harry potter,sorting hat glances around places atop head sorting hat bee bonnet potter harry well see wondering continued continued
4793,harry potter,sorting hat put right house particularly difficult place stand said last year would done well slytherin harry strips
4794,harry potter,hat tosses back onto shelf harry wrong hat sits motionless silent hearing gagging sound harry wheels finds old
4795,harry potter,decrepit bird fawkes sitting golden perch wobbles bursts into flames dumbledore enters harry looks horror struck harry professor
4796,harry potter,bird anything caught fire dumbledore about time looking dreadful days pity see burning day really handsome time harry
4797,harry potter,look fawkes phoenix harry phoenixes burst flame time die reborn ashes harry looks floor ashes swirl baby fawkes
4798,harry potter,pokes wrinkled head blinking dust dumbledore fascinating creatures phoenixes carry immensely heavy loads tears healing powers make highly
4799,harry potter,faithful pets just hagrid still clutching dead rooster bursts door hagrid harry professor dumbledore continued chamber secrets rev
4800,harry potter,continued dumbledore hagrid hagrid talkin ter jus kid found bin dumbledore hagrid hagrid swear ter front ministry magic
4801,harry potter,dumbledore hagrid think harry attacked anyone hagrid right wait outside hagrid exits harry looks hopefully dumbledore harry think
4802,harry potter,professor dumbledore harry must ask anything like tell anything dumbledore waits harry debates finally harry professor nothing hogwarts
4803,harry potter,castle day students drift snow trunks heading home holiday harry ron hermione appear ernie others cast wary glances
4804,harry potter,fred make way heir slytherin seriously evil wizard coming ron grins amused sees harry anything continued chamber secrets
4805,harry potter,rev continued ron mon harry fred laugh harry one ron okay half school thinks nipping chamber secrets every
4806,harry potter,night who cares harry maybe right hermione reproachfully harry harry frustrated know could speak parseltongue else know maybe
4807,harry potter,something even something horrible know hermione believe harry know makes feel better heard malfoy staying holiday ron why
4808,harry potter,would make anyone feel better hermione because days polyjuice potion ready days may truly know heir slytherin great
4809,harry potter,hall night christmas feast hall glimmers grandly snowflakes tumble ceiling harry ron sit hermione continued chamber secrets rev
4810,harry potter,continued hermione everything set need bit changing harry crabbe goyle hermione also need make sure real crabbe goyle
4811,harry potter,burst interrogating malfoy ron how hermione holds pair small cakes hermione got worked filled simple sleeping draught simple
4812,harry potter,powerful ron glances malfoy crabbe goyle presently eating everything front hermione know greedy crabbe goyle leave christmas feast
4813,harry potter,every last drop trifle gone more continued chamber secrets rev continued hermione cont now asleep hide broom cupboard
4814,harry potter,pull hairs ron whose hair ripping hermione already got mine she removes small vial inside tiny hair hermione
4815,harry potter,millicent bulstrode she slytherin got robes rising all right going check polyjuice potion hermione points cakes front hermione
4816,harry potter,remember just make sure crabbe goyle find hermione exits ron looks harry ron have ever heard plan many
4817,harry potter,things could wrong entrance hall night bit later harry ron lurking behind suit armor watch crabbe goyle exit
4818,harry potter,great hall goyle spies cakes instantly perched end one banisters grabbing reluctantly surrenders one crabbe unison stuff mouths
4819,harry potter,pause look keel flat onto backs harry ron dash drag crabbe goyle across floor cupboard girls bathroom night
4820,harry potter,moments later hermione wearing slytherin robe hovers smoking cauldron harry ron enter continued chamber secrets rev continued hermione
4821,harry potter,did get harry ron hold hands tuft hair hermione points pair slytherin robes hermione sneaked laundry harry ron
4822,harry potter,nod glance cauldron potion resembles thick dark bubbling mud continued continued hermione sure done everything right looks like
4823,harry potter,book said once drunk exactly one hour change back ron now hermione separate three glasses add hairs harry
4824,harry potter,ron grimace cut closeup potion poured three glasses camera pulls back harry ron changed slytherin robes all three
4825,harry potter,raise glasses drop hairs potion turns shades yellow brown khaki ron ugh essence crabbe nod drink ron swallows
4826,harry potter,grimly doubles ron think gon sick runs stall harry looks sick steps cracked mirror hermione pauses looks worried
4827,harry potter,something wrong inside stall ron bends toilet watches reflection morph crabbe cracked mirror harry watches face contort thick
4828,harry potter,features goyle hermione looks arm patches fur begin spread across wrist hand terrified runs stall ron emerges stall
4829,harry potter,dead ringer crabbe continued continued ron harry harry ron ron bloody hell harry still sound like need sound
4830,harry potter,like crabbe ron adjusts voice bloody hell harry lower ron lower still bloody hell harry less intelligent ron
4831,harry potter,dumbing bloody hell harry excellent ron hey where hermione hermione stall think going without harry hermione okay hermione
4832,harry potter,just wasting time omitted chamber secrets rev marble staircase night moments later harry ron hurry staircase ron don
4833,harry potter,swing arms like crabbe holds sort stiff harry goes bit neanderthal ron yeah better gloomy corridor dungeons night
4834,harry potter,moments later harry ron move quickly footsteps sound seconds later percy appears end corridor ron percy squints confused
4835,harry potter,ron voice harry elbows ron clears throat speaks lower voice ron percy happen prefect hand business wandering corridors
4836,harry potter,night safe days harry ron nod afraid speak percy squints percy names draco crabbe goyle where pigging great
4837,harry potter,hall time draco walking towards glances witheringly percy draco weasley percy mind attitude malfoy want show little bit
4838,harry potter,respect school prefect continued continued draco come boys weasley thinks going catch slytherin hair single handed percy steams
4839,harry potter,draco sneers walks harry ron omitted slytherin common room night later harry ron trail draco inside glance around
4840,harry potter,warily draco listen draco grabs daily prophet reads front page draco arthur weasley head misuse muggle artefacts office
4841,harry potter,today fined fifty galleons bewitching muggle car weasley brought ministry disrepute said lucius malfoy governor hogwarts clearly unfit
4842,harry potter,draw laws ridiculous muggle protection act scrapped immediately grinning malfoy glances paper harry ron draco arthur weasley loves
4843,harry potter,muggle much snap wand half join never know weasleys purebloods way behave embarrassment wizarding world all ron growls
4844,harry potter,harry elbows draco looks surprised draco crabbe ron low voice stomachache continued continued draco well hospital wing give
4845,harry potter,mudbloods kick arse know surprised daily prophet reported attacks yet suppose dumbledore trying hush sacked stop soon father
4846,harry potter,always said dumbledore worst thing ever happened place harry wrong draco did say wrong think someone worse dumbledore
4847,harry potter,ron stiffens worried harry thinks harry harry potter draco grinning good one goyle absolutely right saint potter another
4848,harry potter,one proper wizard feeling around mudblood granger people actually think heir slytherin harry ron exchange glance harry leans
4849,harry potter,closer draco harry then must idea behind draco know goyle how many times tell father say much fifty
4850,harry potter,years since chamber opened tell opened expelled know last time chamber secrets opened mudblood died more continued continued
4851,harry potter,draco cont matter time one killed time hope granger malfoy grins ron fist rises harry stops draco matter
4852,harry potter,two acting odd ron harry turns sees ron staring wide eyed harry scar beginning surface beneath skin goyle
4853,harry potter,thick forehead crabbe hair turning red jump feet dashing room draco hey where going entrance hall night moments
4854,harry potter,later harry ron race toward stairs broom closet bursts open woozy crabbe goyle stagger freeze watch run staircase
4855,harry potter,second floor corridor night moments later harry ron sprint toward desecrated wall bodies metamorphosing finally hit door girls
4856,harry potter,bathroom night fully ron close harry hermione come got loads tell hermione away continued chamber secrets rev continued
4857,harry potter,harry ron exchange puzzled glance moaning myrtle spirals into view looking disturbingly happy moaning myrtle ooh wait till
4858,harry potter,see awful stall lock slides back door opens slowly hermione remember telling polyjuice potion human transformations even shadow
4859,harry potter,see hermione face covered fur eyes yellow pointed ears poke hair hermione cat hair plucked millicent bulstrode robes
4860,harry potter,look face ron look tail hospital wing day two weeks later staggering weight library books arms harry ron
4861,harry potter,make way hermione bed covered books hermione good put anywhere look there anywhere drop ron madam pince asked
4862,harry potter,relay message hermione she appreciate leave books rest school hermione got keep just hermione tail twitches into view
4863,harry potter,ron thing ever going away continued chamber secrets rev continued hermione any day according madam pomfrey thankful stopped
4864,harry potter,coughing fur balls ron believe hermione now chamber secrets any new leads harry nothing hermione gotten better mean
4865,harry potter,anyone speaking harry neville asked borrow tubeworm potions yesterday suppose something ron takes get well card hermione pillow
4866,harry potter,ron miss granger wishing speedy recovery concerned teacher gilderoy lockhart sleep pillow hermione course know got now still
4867,harry potter,six hundred pages read transformation through ages omitted second floor corridor night moments later harry ron mount stairs
4868,harry potter,emerge ron know hermione mental believe falls smarmy nonsense lockhart continued chamber secrets rev continued stop look great
4869,harry potter,flood water streams girls bathroom from within myrtle heard moaning harry looks like myrtle flooded bathroom harry sploshes
4870,harry potter,toward bathroom ron steps lightly ron yuck girls bathroom night moments later huge wracking moans echo dreary tile
4871,harry potter,all taps running streaming like tiny waterfalls harry ron step last cubicle myrtle spins accusingly continued continued moaning
4872,harry potter,myrtle come throw something else harry why would throw something moaning myrtle don ask here minding business someone
4873,harry potter,thinks funny throw book ron hurt someone throws something mean right moaning myrtle sure let throw books myrtle
4874,harry potter,feel ten points get stomach fifty points goes head harry who threw anyway moaning myrtle know see sitting
4875,harry potter,bend thinking death fell top head harry sees small black book floor picks ron fifty points get nose
4876,harry potter,moaning myrtle heard harry ron dash corridor night moments later harry examines book ron walk harry this diary
4877,harry potter,old continued chamber secrets rev continued ron diary old recently toilet harry harry starts open ron grabs hand
4878,harry potter,ron are mad could cursed dad told book ministry confiscated burned eyes anyone tried read harry take chances
4879,harry potter,opening ahhh eyes eyes ron freezes terrified harry grins ending ruse end corridor ginny stands looking diary harry
4880,harry potter,utter terror face dashes harry ginny joking brilliant even sister thinks monster ron who ron frowns suddenly first
4881,harry potter,page diary embossed letters spell name tom marvolo riddle ron tin marvolo riddle hang know name thinking course
4882,harry potter,night detention job polish silver trophy room remember kept burping slugs tom riddle trophy must wiped slime name
4883,harry potter,hour harry fans pages empty harry odd never wrote hospital wing later night closeup diary gold embossed address
4884,harry potter,back reads waxflatter booksellers vauxhall road continued chamber secrets rev continued camera pulls back harry sits hermione moonlit
4885,harry potter,room hermione studies diary curiously hermione tom riddle ron said award fifty years ago harry special services school
4886,harry potter,something hermione fifty years ago sure harry why hermione don remember malfoy told last time chamber secrets opened
4887,harry potter,harry fifty years ago means hermione tom riddle hogwarts happened wrote saw possible knew chamber open even sort
4888,harry potter,creature lives whoever behind attacks time want diary like lying around would harry brilliant theory hermione with one
4889,harry potter,tiny little flaw there nothing written diary hermione might invisible ink pulls wand aparecium she taps diary three
4890,harry potter,times nothing happens pages remain blank she frowns passes book back harry continued chamber secrets rev continued hermione
4891,harry potter,know harry think careful something tells ron might right could dangerous harry think dangerous hermione mean scared hermione
4892,harry potter,scared harry gryffindor dormitory common room night later camera starts overhead looking boys dormitory seamus neville ron dean
4893,harry potter,sleep one bed empty camera cranes common room finds harry sitting alone flipping blank pages diary harry starts
4894,harry potter,set diary aside notices bottle ink sitting desk idea flickers taking quill harry dips hesitates drop ink hangs
4895,harry potter,suspended like tear drops ink blazes briefly vanishes sucked page excited harry dips quill time writes name harry
4896,harry potter,potter words blaze vanish slowly oozing page comes response hello harry potter name tom riddle harry mind races
4897,harry potter,deciding mutters words writes harry know anything chamber secrets harry can tell continued chamber secrets rev continued harry
4898,harry potter,frowns then slowly new words ooze surface show harry waits intrigued then suddenly pages flutter wildly stop june
4899,harry potter,page tiny square shimmers like window harry lifts book puts eye close pitches forward spilling widening window whirl
4900,harry potter,color shadow tumbling onto feet corridor entrance hall night fifty years ago torch lit corridor everything saturated save
4901,harry potter,harry retains true rich colors present glances disoriented spies boy tom riddle end corridor peering around corner flurry
4902,harry potter,shadows dances wall beyond boy revealing presence others unseen adjoining room harry advances low voices emanate shadows reaches
4903,harry potter,boy harry speaks whisper harry excuse could tell hello boy respond eyes staked activity adjoining room harry sees
4904,harry potter,entrance hall group elder witches wizards hogwarts professors talk amongst abruptly silent make way two young wizards bearing
4905,harry potter,stretcher voice riddle boy wheels looks right harry harry turns dumbledore fifty years younger tom riddle professor dumbledore
4906,harry potter,dumbledore wise wandering around late tom continued chamber secrets rev continued tom riddle professor suppose see riddle glances
4907,harry potter,toward young wizards watches carry stretcher hall night tom riddle rumors true dumbledore afraid tom tom riddle about
4908,harry potter,school well really close hogwarts would professor dumbledore headmaster dippet may choice afraid tom riddle sir stopped person
4909,harry potter,responsible caught dumbledore something wish tell tom tom riddle long beat sir nothing dumbledore studies riddle moment dumbledore
4910,harry potter,very well hurry along dumbledore strides directly past harry seeing when gone riddle moves quickly toward dungeon steps
4911,harry potter,omitted corridor dungeons night moments later ahead splinter light leaks door riddle puts eye crack inside someone speaking
4912,harry potter,continued chamber secrets rev continued voice mon aragog got get yeh outta mon box riddle pushes door clear
4913,harry potter,harry sees second smaller room crouched box huge boy young hagrid strange clicking comes box tom riddle evening
4914,harry potter,hagrid hagrid slams door shut tom riddle going turn hagrid think meant kill anyone young hagrid yeh yeh
4915,harry potter,understand tom riddle hagrid dead girl parents tomorrow least hogwarts make sure thing killed daughter slaughtered young hagrid
4916,harry potter,aragog never kill one never riddle monsters make good pets hagrid now stand aside riddle draws wand blasts
4917,harry potter,closed door hinges extinguishing torches within harry gasps low slung creature tangle black legs gleam many eyes pair
4918,harry potter,razor sharp pincers scuttles shadows riddle points wand hagrid leaps young hagrid noooooo continued chamber secrets rev continued
4919,harry potter,tumble floor entire room whirls axis spinning harry finds plummeting color shadow falling flat back floor gryffindor common
4920,harry potter,room ceiling spinning slowly stop harry rises dashes upstairs boys dormitory night harry rushes ron shakes awake whispering
4921,harry potter,intensely harry ron ron ron happened harry hagrid hagrid opened chamber secrets fifty years ago hogwarts establishing shot
4922,harry potter,day camera soars high castle students hurry classes finally finds omitted hogwarts grounds day later harry ron hermione
4923,harry potter,walking together across grounds hermione hagrid ron even know riddle sounds like dirty rotten snitch harry monster killed
4924,harry potter,someone ron would done hermione look hagrid friend why ask continued chamber secrets rev continued ron cheerful visit
4925,harry potter,hullo hagrid tell setting anything mad hairy loose castle lately hagrid mad hairy wouldn talkin bou would yeh
4926,harry potter,trio wheels spots hagrid grinning instantly look guilty harry ron hermione hagrid looks curiously harry nods strange canister
4927,harry potter,hand harry got hagrid hagrid flesh eatin slug repellent fer mandrakes yeh know accordin ter professor sprout still
4928,harry potter,got bit growin ter acne clears able chop stew get people hospital petrified til three best watch yerselves
4929,harry potter,righ nod watch hagrid lope away just neville comes running looks pale fright neville harry know better come
4930,harry potter,chamber secrets rev omitted gryffindor tower dormitory day harry space disaster trunk riffled drawers flung open bedclothes strewn
4931,harry potter,floor hermione gryffindor nobody else knows password unless student continued chamber secrets rev continued ron well whoever looking
4932,harry potter,something harry found tom riddle diary gone hogwarts grounds day students stream quidditch stadium marble staircase day harry
4933,harry potter,dressed quidditch robes dashes staircase ron hermione down ron spies ginny ron hey ginny going match ginny looks
4934,harry potter,startled shakes head exits ron tell gets weirder weirder day voice kill time let rip tear harry freezes
4935,harry potter,ron hermione stop knowing face ron tell harry turns following sound absently touching fingers wall glances around hermione
4936,harry potter,studies great interest studies his fingers abruptly harry turns away shakes head gone hermione looks eyes vaguely upon
4937,harry potter,harry mind miles away hermione harry think understood something got library hermione sprints back stairs harry yells harry
4938,harry potter,understand continued chamber secrets rev continued gone harry turns ron puzzlement harry library ron hermione when doubt library
4939,harry potter,rear quidditch stadium day later harry teammates march toward quidditch tower cheers crowd heard wood listen play game
4940,harry potter,hufflepuff stand chance stronger quicker smarter george not mention dead terrified harry petrify fly anywhere near wood just
4941,harry potter,professor mcgonagall appears barring way wood professor mcgonagall professor mcgonagall this match cancelled wood cancelled cancel quidditch professor
4942,harry potter,mcgonagall silence wood return gryffindor tower potter find weasley there something need see hospital wing day mcgonagall pauses
4943,harry potter,outside door turns harry ron continued chamber secrets rev continued professor mcgonagall warn this bit shock she opens
4944,harry potter,door madam pomfrey leaning bed girl lies straightens see girl ron hermione professor mcgonagall she found near library
4945,harry potter,along does mean anything either she holds small circular mirror harry shakes head mcgonagall nods gravely leads camera
4946,harry potter,drifts hermione hand clinched tight stiff knuckles barely visible piece paper gryffindor common room night mcgonagall reads parchment
4947,harry potter,somber gryffindors professor mcgonagall all students return house common rooms six clock evening escorted lesson teacher exceptions rolling
4948,harry potter,parchment tell unless culprit behind attacks caught likely school closed mcgonagall turns exits instantly one students begin talk
4949,harry potter,amongst neville speaks neville haven teachers noticed slytherins safe isn obvious stuff coming slytherin heir slytherin monster slytherin
4950,harry potter,chuck slytherins continued chamber secrets rev continued seamus close hogwarts where would dean thomas care anyone says long
4951,harry potter,dumbledore hogwarts harry whispers ron harry got talk hagrid ron believe set monster loose last time even accident
4952,harry potter,know get inside chamber secrets start ron heard mcgonagall allowed leave tower except class harry think time get
4953,harry potter,dad old cloak tower dormitory night later closeup drawer opens hand reaches takes invisibility cloak camera pulls back
4954,harry potter,reveals ron harry all around boys sleep harry pitches cloak ron gone omitted entrance hall night harry ron
4955,harry potter,beneath cloak sneak unaware snape omitted hagrid hut night knock hagrid swings open door crossbow hand hagrid who
4956,harry potter,harry ron drop cloak hagrid lowers crossbow hagrid hut night fang hagrid enormous boarhound thumps his tail sight
4957,harry potter,harry ron harry points crossbow harry hagrid nothin nothin expectin doesn matter sit make tea hagrid nervously takes
4958,harry potter,kettle spills water harry are okay hagrid did hear hermione hagrid yea heard righ harry look ask something
4959,harry potter,know opened chamber secrets hagrid takes fruit cake stops answer loud knock fruitcake smashes floor panicked harry ron
4960,harry potter,throw cloak sweating hagrid grabs crossbow points door hagrid come door opens grim dumbledore enters followed portly man
4961,harry potter,pin stripe suit bowler cornelius fudge dumbledore good evening hagrid continued continued ron whispering harry dad boss cornelius
4962,harry potter,fudge minister magic harry elbows ron shut fudge bad business hagrid very bad business had come four attacks
4963,harry potter,muggle borns things gone far enough ministry got act hagrid never know never professor dumbledore sir dumbledore want
4964,harry potter,understood cornelius hagrid full confidence fudge look albus hagrid record got take hagrid take where not azkaban prison
4965,harry potter,fudge for short stretch not punishment hagrid more precaution someone else caught released full apology just sharp rap
4966,harry potter,door dumbledore opens harry slumps lucius malfoy lucius malfoy already fudge good good hagrid doin get outta house
4967,harry potter,continued continued lucius malfoy dear man please believe pleasure inside call house simply called school told headmaster dumbledore
4968,harry potter,exactly want lucius lucius malfoy dreadful thing dumbledore governors feel time step aside this order suspension find twelve
4969,harry potter,signatures afraid feel losing touch attacks muggle borns left hogwarts know awful loss would malfoy hands fudge official
4970,harry potter,roll parchment fudge now see lucius dumbledore suspended last thing want right dumbledore stop attacks mean say lucius
4971,harry potter,malfoy remains seen twelve governors voted hagrid many yeh ter threaten agreed lucius malfoy would advise shout azkaban
4972,harry potter,guards like hagrid yeh take dumbledore take away muggle borns stand chance there killin next continued continued dumbledore
4973,harry potter,calm hagrid steely eyed governors want removal lucius shall course step aside however find truly left school none
4974,harry potter,loyal also find help always given hogwarts ask dumbledore eyes drift unmistakably harry lucius malfoy admirable sentiments shall
4975,harry potter,miss highly individual way running things albus hope successor manage prevent killin malfoy strides door bows dumbledore fudge
4976,harry potter,fiddling bowler waits hagrid instead hagrid stands ground takes deep breath says carefully hagrid anyone wanted ter find
4977,harry potter,stuff ter follow spiders lead right tha sayin fudge stares hagrid amazement follows door slams shut fang starts
4978,harry potter,howl scratching closed door harry ron emerge cloak ron hagrid right with dumbledore gone attack day harry look
4979,harry potter,windowsill trail spiders escapes crack glass harry grabs hagrid lantern harry mon omitted thru thru hagrid hut night
4980,harry potter,harry illuminates trail spiders run window ground dark trees near distance harry moves follow ron hesitates ron harry
4981,harry potter,heard hagrid follow spiders ron heading dark forest harry sighs heads terrified ron grabs fang follows ron why
4982,harry potter,spiders why follow butterflies omitted dark forest night fang crashes low slung branches sharp brambles harry follows ron
4983,harry potter,gingerly picks way jumps fang howls branches snap rumbling noise sounds silence harry spies something points harry there
4984,harry potter,something moving something big just blaze light splinters trees blinding start flee ron stops ron harry harry car
4985,harry potter,scratched mud smeared bits earth grass sprouting headlamps hubcaps ford anglia looks half animal ron circles wonder continued
4986,harry potter,chamber secrets rev continued harry time look forest turned wild harry nods glances back slope harry mon want
4987,harry potter,lose trail spiders hollow night harry ron enter hollow ribboned shadows enormous trees tower strewn strands white webbing
4988,harry potter,ron steps strand kicks queasily harry peers ahead far end hollow spiders stream toward dark opening harry ron
4989,harry potter,approach opening clicking sound emanates within echoing branches tall trees growing louder ron falters glancing nervously ron good
4990,harry potter,feeling harry harry don panic harry steps mouth cavern air suddenly crackles movement twigs snap huge shadow emerges
4991,harry potter,slowly engulfs harry peers sees ancient spider aragog size small elephant advances harry ron back slowly away then
4992,harry potter,blind eyes catch light stops listening aragog come forest your hearts beat like men harry breathing finally friends
4993,harry potter,hagrid comes aragog continued chamber secrets rev continued hearing aragog head turns slightly aragog hagrid never sent men
4994,harry potter,hollow harry trouble school attacks think hagrid think opened chamber secrets like harry talks ron eyes dart warily
4995,harry potter,ron pov pair long legs spider legs curl slowly around trunk tree left terrified ron nudges harry harry
4996,harry potter,ignores aragog lie hagrid never opend chamber secrets harry hagrid never means monster aragog monster born castle came
4997,harry potter,distant land pocket traveler ron turns two crawling silhouettes inch forward pause waiting watching ron harry harry shhh
4998,harry potter,aragog monster kill girl fifty years ago aragog speak ancient creature spiders fear others harry seen continued chamber
4999,harry potter,secrets rev continued scrabbling sound echoes ron glances spider crouches branch aragog never saw part castle cupboard hagrid
5000,harry potter,kept girl discovered bathroom when accused hagrid brought more scrabbling ron looks pan see spiders high low branches
5001,harry potter,dropping downward like paratroopers ron grabs harry harry annoyed ron points harry looks pales turns slowly back aragog
5002,harry potter,harry well thank aragog think sons daughters harm hagrid command deny fresh meat wanders willingly midst goodbye friend
5003,harry potter,hagrid aragog turns disappears shadows cavern ron can panic click click click harry ron spin gang five foot
5004,harry potter,spiders bar path ahead begin move forward harry ron spin spiders everywhere closing desperately harry swings lantern hand
5005,harry potter,spiders falter creep forward arc light chases away around around then lantern goes harry pitches aside one ron
5006,harry potter,draw wands ron nice knowing continued chamber secrets rev continued done fang whimpers spiders draw closer clicking feverishly
5007,harry potter,long loud horn bleats seconds later blaze light ignites hollow ford anglia comes thundering rim slope knocking spiders
5008,harry potter,out its path screeches halt doors fling open harry let harry ron fang leap inside ron shifts frantically
5009,harry potter,spider appears harry open window harry windows roll windows ron trying can stuck just hairy leg reaches ron
5010,harry potter,window instantly ron hits gas throws car reverse spiders scatter two clinging side windows hold tight car zooms
5011,harry potter,backwards hollow harry rolls window tight snapping off spider legs another part forest night anglia jets hollow lands
5012,harry potter,thud harry turns spider pulling ron car harry points wand utters spell blinding flash white light blasts spider
5013,harry potter,shadows whipping past ron thanks continued continued harry don mention stop both hear distant clicking car flies ridge
5014,harry potter,see sea spiders heading straight like herd raging wildebeest ron puts foot floor spins wheel sends car sliding
5015,harry potter,away spiders stampede another part forest black park night anglia slaloms forest skimming past trees spiders charge harry
5016,harry potter,peers ahead sees area fallen trees there opening one narrow escape route harry way way looking back hurry
5017,harry potter,catching ron jams accelerator giant tarantula drops front escape route harry ron good dead harry can get air
5018,harry potter,ron jostling gear stick flying gear jammed spiders behind draw closer tarantula waits ahead harry claps hand ron
5019,harry potter,gear shift pushing tarantula pincers open ready kill gear shift gives anglia wheels lift car flies over camera
